tabel;id_prov;id_kab;id_komoditas;id_kec;prov;kab;kec;n_utp_tunggal;n_utp_campuran;n_utp_tumpang_sari;n_utp_asosiasi_antar_semusim;n_utp_jumlah;n_utp
BAB_5_tabel_5_39_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2306;[5310010] PAGA;53;5310;5310010;0;0;0;0;0;0
BAB_5_tabel_5_39_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2306;[5310011] MEGO;53;5310;5310011;0;0;0;0;0;0
BAB_5_tabel_5_39_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2306;[5310012] TANA WAWO;53;5310;5310012;0;0;0;0;0;0
BAB_5_tabel_5_39_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2306;[5310020] LELA;53;5310;5310020;0;0;0;0;0;0
BAB_5_tabel_5_39_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2306;[5310030] BOLA;53;5310;5310030;0;0;0;0;0;0
BAB_5_tabel_5_39_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2306;[5310031] DORENG;53;5310;5310031;0;0;0;0;0;0
BAB_5_tabel_5_39_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2306;[5310032] MAPITARA;53;5310;5310032;0;0;0;0;0;0
BAB_5_tabel_5_39_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2306;[5310040] TALIBURA;53;5310;5310040;0;0;0;2;2;2
BAB_5_tabel_5_39_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2306;[5310041] WAIGETE;53;5310;5310041;0;1;0;0;1;1
BAB_5_tabel_5_39_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2306;[5310042] WAIBLAMA;53;5310;5310042;0;0;0;0;0;0
BAB_5_tabel_5_39_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2306;[5310050] KEWAPANTE;53;5310;5310050;0;0;0;0;0;0
BAB_5_tabel_5_39_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2306;[5310051] HEWOKLOANG;53;5310;5310051;0;0;0;0;0;0
BAB_5_tabel_5_39_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2306;[5310052] KANGAE;53;5310;5310052;0;6;0;0;6;6
BAB_5_tabel_5_39_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2306;[5310061] PALUE;53;5310;5310061;0;0;0;0;0;0
BAB_5_tabel_5_39_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2306;[5310062] KOTING;53;5310;5310062;0;13;0;0;13;13
BAB_5_tabel_5_39_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2306;[5310063] NELLE;53;5310;5310063;0;2;0;0;2;2
BAB_5_tabel_5_39_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2306;[5310070] NITA;53;5310;5310070;0;0;0;0;0;0
BAB_5_tabel_5_39_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2306;[5310071] MAGEPANDA;53;5310;5310071;0;0;0;0;0;0
BAB_5_tabel_5_39_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2306;[5310080] ALOK;53;5310;5310080;0;3;0;0;3;3
BAB_5_tabel_5_39_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2306;[5310081] ALOK BARAT;53;5310;5310081;3;3;0;1;7;7
BAB_5_tabel_5_39_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2306;[5310082] ALOK TIMUR;53;5310;5310082;0;1;0;1;2;2
BAB_5_tabel_5_39_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2306;[5310] SIKKA;53;5310;5310999;3;29;0;4;36;36
BAB_5_tabel_5_39_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3101;[5310010] PAGA;53;5310;5310010;2;9;0;0;11;11
BAB_5_tabel_5_39_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3101;[5310011] MEGO;53;5310;5310011;0;23;0;0;23;23
BAB_5_tabel_5_39_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3101;[5310012] TANA WAWO;53;5310;5310012;2;35;1;1;39;39
BAB_5_tabel_5_39_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3101;[5310020] LELA;53;5310;5310020;0;1;0;0;1;1
BAB_5_tabel_5_39_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3101;[5310030] BOLA;53;5310;5310030;0;0;0;0;0;0
BAB_5_tabel_5_39_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3101;[5310031] DORENG;53;5310;5310031;0;0;0;0;0;0
BAB_5_tabel_5_39_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3101;[5310032] MAPITARA;53;5310;5310032;0;0;0;0;0;0
BAB_5_tabel_5_39_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3101;[5310040] TALIBURA;53;5310;5310040;0;1;0;0;1;1
BAB_5_tabel_5_39_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3101;[5310041] WAIGETE;53;5310;5310041;0;0;0;0;0;0
BAB_5_tabel_5_39_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3101;[5310042] WAIBLAMA;53;5310;5310042;0;0;0;0;0;0
BAB_5_tabel_5_39_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3101;[5310050] KEWAPANTE;53;5310;5310050;0;1;0;0;1;1
BAB_5_tabel_5_39_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3101;[5310051] HEWOKLOANG;53;5310;5310051;0;2;0;0;2;2
BAB_5_tabel_5_39_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3101;[5310052] KANGAE;53;5310;5310052;0;2;0;0;2;2
BAB_5_tabel_5_39_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3101;[5310061] PALUE;53;5310;5310061;0;1;0;0;1;1
BAB_5_tabel_5_39_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3101;[5310062] KOTING;53;5310;5310062;0;3;0;0;3;3
BAB_5_tabel_5_39_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3101;[5310063] NELLE;53;5310;5310063;0;0;0;0;0;0
BAB_5_tabel_5_39_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3101;[5310070] NITA;53;5310;5310070;4;125;0;0;129;129
BAB_5_tabel_5_39_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3101;[5310071] MAGEPANDA;53;5310;5310071;1;0;0;0;1;1
BAB_5_tabel_5_39_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3101;[5310080] ALOK;53;5310;5310080;0;0;0;0;0;0
BAB_5_tabel_5_39_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3101;[5310081] ALOK BARAT;53;5310;5310081;0;0;0;0;0;0
BAB_5_tabel_5_39_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3101;[5310082] ALOK TIMUR;53;5310;5310082;0;2;1;0;3;3
BAB_5_tabel_5_39_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3101;[5310] SIKKA;53;5310;5310999;9;205;2;1;217;217
BAB_5_tabel_5_39_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3102;[5310010] PAGA;53;5310;5310010;7;18;0;0;25;25
BAB_5_tabel_5_39_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3102;[5310011] MEGO;53;5310;5310011;0;1;0;0;1;1
BAB_5_tabel_5_39_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3102;[5310012] TANA WAWO;53;5310;5310012;0;0;0;0;0;0
BAB_5_tabel_5_39_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3102;[5310020] LELA;53;5310;5310020;0;25;0;1;26;26
BAB_5_tabel_5_39_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3102;[5310030] BOLA;53;5310;5310030;2;76;0;1;79;79
BAB_5_tabel_5_39_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3102;[5310031] DORENG;53;5310;5310031;1;71;0;0;72;72
BAB_5_tabel_5_39_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3102;[5310032] MAPITARA;53;5310;5310032;0;7;0;0;7;7
BAB_5_tabel_5_39_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3102;[5310040] TALIBURA;53;5310;5310040;52;186;12;41;291;291
BAB_5_tabel_5_39_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3102;[5310041] WAIGETE;53;5310;5310041;98;826;102;140;1166;1166
BAB_5_tabel_5_39_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3102;[5310042] WAIBLAMA;53;5310;5310042;13;130;3;2;148;148
BAB_5_tabel_5_39_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3102;[5310050] KEWAPANTE;53;5310;5310050;42;316;4;23;385;385
BAB_5_tabel_5_39_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3102;[5310051] HEWOKLOANG;53;5310;5310051;10;166;1;0;177;177
BAB_5_tabel_5_39_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3102;[5310052] KANGAE;53;5310;5310052;139;644;28;7;818;819
BAB_5_tabel_5_39_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3102;[5310061] PALUE;53;5310;5310061;0;1;0;0;1;1
BAB_5_tabel_5_39_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3102;[5310062] KOTING;53;5310;5310062;0;24;0;0;24;24
BAB_5_tabel_5_39_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3102;[5310063] NELLE;53;5310;5310063;0;34;0;0;34;34
BAB_5_tabel_5_39_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3102;[5310070] NITA;53;5310;5310070;4;83;0;0;87;87
BAB_5_tabel_5_39_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3102;[5310071] MAGEPANDA;53;5310;5310071;221;41;50;7;319;319
BAB_5_tabel_5_39_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3102;[5310080] ALOK;53;5310;5310080;48;22;0;9;79;79
BAB_5_tabel_5_39_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3102;[5310081] ALOK BARAT;53;5310;5310081;111;42;19;26;198;198
BAB_5_tabel_5_39_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3102;[5310082] ALOK TIMUR;53;5310;5310082;37;181;1;11;230;230
BAB_5_tabel_5_39_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3102;[5310] SIKKA;53;5310;5310999;785;2894;220;268;4167;4168
BAB_5_tabel_5_39_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3103;[5310010] PAGA;53;5310;5310010;8;13;0;0;21;21
BAB_5_tabel_5_39_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3103;[5310011] MEGO;53;5310;5310011;3;135;0;0;138;138
BAB_5_tabel_5_39_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3103;[5310012] TANA WAWO;53;5310;5310012;6;175;0;0;181;181
BAB_5_tabel_5_39_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3103;[5310020] LELA;53;5310;5310020;0;8;0;0;8;8
BAB_5_tabel_5_39_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3103;[5310030] BOLA;53;5310;5310030;7;855;2;1;865;865
BAB_5_tabel_5_39_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3103;[5310031] DORENG;53;5310;5310031;6;1649;0;0;1655;1655
BAB_5_tabel_5_39_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3103;[5310032] MAPITARA;53;5310;5310032;2;236;0;1;239;239
BAB_5_tabel_5_39_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3103;[5310040] TALIBURA;53;5310;5310040;0;9;1;7;17;17
BAB_5_tabel_5_39_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3103;[5310041] WAIGETE;53;5310;5310041;6;470;3;56;535;535
BAB_5_tabel_5_39_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3103;[5310042] WAIBLAMA;53;5310;5310042;2;16;3;3;24;24
BAB_5_tabel_5_39_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3103;[5310050] KEWAPANTE;53;5310;5310050;28;82;0;0;110;110
BAB_5_tabel_5_39_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3103;[5310051] HEWOKLOANG;53;5310;5310051;8;1151;3;1;1163;1164
BAB_5_tabel_5_39_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3103;[5310052] KANGAE;53;5310;5310052;10;93;1;0;104;104
BAB_5_tabel_5_39_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3103;[5310061] PALUE;53;5310;5310061;0;6;0;0;6;6
BAB_5_tabel_5_39_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3103;[5310062] KOTING;53;5310;5310062;0;6;0;0;6;6
BAB_5_tabel_5_39_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3103;[5310063] NELLE;53;5310;5310063;0;1;0;0;1;1
BAB_5_tabel_5_39_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3103;[5310070] NITA;53;5310;5310070;5;237;1;1;244;244
BAB_5_tabel_5_39_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3103;[5310071] MAGEPANDA;53;5310;5310071;0;0;0;0;0;0
BAB_5_tabel_5_39_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3103;[5310080] ALOK;53;5310;5310080;3;8;2;0;13;13
BAB_5_tabel_5_39_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3103;[5310081] ALOK BARAT;53;5310;5310081;3;4;2;0;9;9
BAB_5_tabel_5_39_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3103;[5310082] ALOK TIMUR;53;5310;5310082;8;72;4;0;84;84
BAB_5_tabel_5_39_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3103;[5310] SIKKA;53;5310;5310999;105;5226;22;70;5423;5424
BAB_5_tabel_5_39_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3104;[5310010] PAGA;53;5310;5310010;0;0;0;0;0;0
BAB_5_tabel_5_39_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3104;[5310011] MEGO;53;5310;5310011;0;0;0;0;0;0
BAB_5_tabel_5_39_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3104;[5310012] TANA WAWO;53;5310;5310012;0;0;0;0;0;0
BAB_5_tabel_5_39_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3104;[5310020] LELA;53;5310;5310020;0;0;0;0;0;0
BAB_5_tabel_5_39_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3104;[5310030] BOLA;53;5310;5310030;0;0;0;0;0;0
BAB_5_tabel_5_39_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3104;[5310031] DORENG;53;5310;5310031;0;0;0;0;0;0
BAB_5_tabel_5_39_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3104;[5310032] MAPITARA;53;5310;5310032;0;0;0;0;0;0
BAB_5_tabel_5_39_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3104;[5310040] TALIBURA;53;5310;5310040;0;0;0;0;0;0
BAB_5_tabel_5_39_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3104;[5310041] WAIGETE;53;5310;5310041;0;0;0;0;0;0
BAB_5_tabel_5_39_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3104;[5310042] WAIBLAMA;53;5310;5310042;0;0;0;0;0;0
BAB_5_tabel_5_39_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3104;[5310050] KEWAPANTE;53;5310;5310050;0;0;0;0;0;0
BAB_5_tabel_5_39_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3104;[5310051] HEWOKLOANG;53;5310;5310051;0;0;0;0;0;0
BAB_5_tabel_5_39_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3104;[5310052] KANGAE;53;5310;5310052;0;0;0;0;0;0
BAB_5_tabel_5_39_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3104;[5310061] PALUE;53;5310;5310061;0;0;0;0;0;0
BAB_5_tabel_5_39_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3104;[5310062] KOTING;53;5310;5310062;0;0;0;0;0;0
BAB_5_tabel_5_39_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3104;[5310063] NELLE;53;5310;5310063;0;0;0;0;0;0
BAB_5_tabel_5_39_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3104;[5310070] NITA;53;5310;5310070;0;0;0;0;0;0
BAB_5_tabel_5_39_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3104;[5310071] MAGEPANDA;53;5310;5310071;0;0;0;0;0;0
BAB_5_tabel_5_39_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3104;[5310080] ALOK;53;5310;5310080;0;0;0;0;0;0
BAB_5_tabel_5_39_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3104;[5310081] ALOK BARAT;53;5310;5310081;0;0;0;0;0;0
BAB_5_tabel_5_39_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3104;[5310082] ALOK TIMUR;53;5310;5310082;0;0;0;0;0;0
BAB_5_tabel_5_39_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3104;[5310] SIKKA;53;5310;5310999;0;0;0;0;0;0
BAB_5_tabel_5_39_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3105;[5310010] PAGA;53;5310;5310010;66;379;13;6;464;464
BAB_5_tabel_5_39_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3105;[5310011] MEGO;53;5310;5310011;4;127;1;0;132;132
BAB_5_tabel_5_39_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3105;[5310012] TANA WAWO;53;5310;5310012;0;5;0;0;5;5
BAB_5_tabel_5_39_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3105;[5310020] LELA;53;5310;5310020;17;707;0;7;731;731
BAB_5_tabel_5_39_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3105;[5310030] BOLA;53;5310;5310030;15;751;0;19;785;785
BAB_5_tabel_5_39_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3105;[5310031] DORENG;53;5310;5310031;9;439;0;0;448;448
BAB_5_tabel_5_39_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3105;[5310032] MAPITARA;53;5310;5310032;73;397;0;6;476;476
BAB_5_tabel_5_39_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3105;[5310040] TALIBURA;53;5310;5310040;583;1636;112;688;3019;3019
BAB_5_tabel_5_39_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3105;[5310041] WAIGETE;53;5310;5310041;499;1781;311;364;2955;2956
BAB_5_tabel_5_39_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3105;[5310042] WAIBLAMA;53;5310;5310042;193;402;74;470;1139;1140
BAB_5_tabel_5_39_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3105;[5310050] KEWAPANTE;53;5310;5310050;115;740;12;21;888;888
BAB_5_tabel_5_39_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3105;[5310051] HEWOKLOANG;53;5310;5310051;32;477;4;0;513;513
BAB_5_tabel_5_39_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3105;[5310052] KANGAE;53;5310;5310052;69;840;37;6;952;952
BAB_5_tabel_5_39_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3105;[5310061] PALUE;53;5310;5310061;66;1287;0;0;1353;1353
BAB_5_tabel_5_39_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3105;[5310062] KOTING;53;5310;5310062;13;423;0;1;437;437
BAB_5_tabel_5_39_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3105;[5310063] NELLE;53;5310;5310063;10;401;0;2;413;413
BAB_5_tabel_5_39_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3105;[5310070] NITA;53;5310;5310070;30;943;0;2;975;975
BAB_5_tabel_5_39_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3105;[5310071] MAGEPANDA;53;5310;5310071;786;272;70;52;1180;1180
BAB_5_tabel_5_39_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3105;[5310080] ALOK;53;5310;5310080;131;112;8;607;858;858
BAB_5_tabel_5_39_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3105;[5310081] ALOK BARAT;53;5310;5310081;249;97;38;74;458;458
BAB_5_tabel_5_39_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3105;[5310082] ALOK TIMUR;53;5310;5310082;90;726;8;28;852;852
BAB_5_tabel_5_39_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3105;[5310] SIKKA;53;5310;5310999;3050;12942;688;2353;19033;19035
BAB_5_tabel_5_39_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3106;[5310010] PAGA;53;5310;5310010;0;0;0;0;0;0
BAB_5_tabel_5_39_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3106;[5310011] MEGO;53;5310;5310011;0;0;0;0;0;0
BAB_5_tabel_5_39_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3106;[5310012] TANA WAWO;53;5310;5310012;0;0;0;0;0;0
BAB_5_tabel_5_39_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3106;[5310020] LELA;53;5310;5310020;0;0;0;0;0;0
BAB_5_tabel_5_39_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3106;[5310030] BOLA;53;5310;5310030;0;0;0;0;0;0
BAB_5_tabel_5_39_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3106;[5310031] DORENG;53;5310;5310031;0;0;0;0;0;0
BAB_5_tabel_5_39_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3106;[5310032] MAPITARA;53;5310;5310032;0;0;0;0;0;0
BAB_5_tabel_5_39_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3106;[5310040] TALIBURA;53;5310;5310040;0;0;0;0;0;0
BAB_5_tabel_5_39_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3106;[5310041] WAIGETE;53;5310;5310041;0;0;0;0;0;0
BAB_5_tabel_5_39_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3106;[5310042] WAIBLAMA;53;5310;5310042;0;0;0;0;0;0
BAB_5_tabel_5_39_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3106;[5310050] KEWAPANTE;53;5310;5310050;0;0;0;0;0;0
BAB_5_tabel_5_39_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3106;[5310051] HEWOKLOANG;53;5310;5310051;0;0;0;0;0;0
BAB_5_tabel_5_39_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3106;[5310052] KANGAE;53;5310;5310052;0;0;0;0;0;0
BAB_5_tabel_5_39_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3106;[5310061] PALUE;53;5310;5310061;0;0;0;0;0;0
BAB_5_tabel_5_39_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3106;[5310062] KOTING;53;5310;5310062;0;0;0;0;0;0
